,metabolite_id,metabolite_name_x,cross_feeeding_health,produced_by_health,consumed_by_health,produced_count_health,consumed_count_health,MES_health,metabolite_name_y,cross_feeeding_CRC,produced_by_CRC,consumed_by_CRC,produced_count_CRC,consumed_count_CRC,MES_CRC,MES_diff
470,ppa_medium,propionate,TRUE,"['Escherichia', 'Akkermansia', 'Phascolarctobacterium', 'Acidaminococcus', 'Bacteroides', 'Fusobacterium', 'Megamonas', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella', 'Veillonella', 'Dialister', 'Streptococcus']",['Escherichia'],18,1,1.894736842,propionate,TRUE,"['Faecalibacterium', 'Paraprevotella', 'Barnesiella', 'Megamonas', 'Bacteroides', 'Odoribacter', 'Dialister', 'Veillonella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Coprococcus', 'Ruminococcus', 'Fusobacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Alistipes', 'Phascolarctobacterium']",['Escherichia'],19,1,1.9,-0.005263158
469,so4_medium,sulfate,TRUE,['Streptococcus'],"['Dorea', 'Eubacterium', 'Escherichia', 'Clostridium', 'Akkermansia', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Acidaminococcus', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Veillonella', 'Dialister', 'Streptococcus']",1,27,1.928571429,sulfate,TRUE,['Streptococcus'],"['Faecalibacterium', 'Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Odoribacter', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Coprococcus', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium']",1,28,1.931034483,-0.002463054
362,MGlcn86_rl_medium,released mucin-type O-glycan No 86,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",8,7,7.466666667,released mucin-type O-glycan No 86,TRUE,"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",8,7,7.466666667,0
464,actn_R_medium,(R)-Acetoin,TRUE,"['Klebsiella', 'Streptococcus']","['Klebsiella', 'Streptococcus']",2,2,2,(R)-Acetoin,TRUE,"['Klebsiella', 'Streptococcus']","['Klebsiella', 'Streptococcus']",2,2,2,0
465,glygn4_medium,"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",TRUE,"['Eubacterium', 'Bacteroides']","['Eubacterium', 'Bacteroides']",2,2,2,"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",TRUE,"['Bacteroides', 'Eubacterium']","['Bacteroides', 'Eubacterium']",2,2,2,0
481,MGlcn40_rl_medium,released mucin-type O-glycan No 40,TRUE,['Bifidobacterium'],"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']",1,12,1.846153846,released mucin-type O-glycan No 40,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Prevotella', 'Ruminococcus', 'Clostridium', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,12,1.846153846,0
480,MGlcn41_rl_medium,released mucin-type O-glycan No 41,TRUE,['Bifidobacterium'],"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']",1,12,1.846153846,released mucin-type O-glycan No 41,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Prevotella', 'Ruminococcus', 'Clostridium', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,12,1.846153846,0
466,acac_medium,acetoacetate,TRUE,"['Escherichia', 'Fusobacterium']","['Escherichia', 'Fusobacterium']",2,2,2,acetoacetate,TRUE,"['Escherichia', 'Fusobacterium']","['Escherichia', 'Fusobacterium']",2,2,2,0
467,glygn5_medium,"glycogen, structure 5 (glycogenin-2[1,4-Glc])",TRUE,"['Eubacterium', 'Bacteroides']","['Eubacterium', 'Bacteroides']",2,2,2,"glycogen, structure 5 (glycogenin-2[1,4-Glc])",TRUE,"['Bacteroides', 'Eubacterium']","['Bacteroides', 'Eubacterium']",2,2,2,0
468,g6p_medium,D-Glucose 6-phosphate,TRUE,"['Escherichia', 'Klebsiella']","['Escherichia', 'Klebsiella']",2,2,2,D-Glucose 6-phosphate,TRUE,"['Klebsiella', 'Escherichia']","['Klebsiella', 'Escherichia']",2,2,2,0
412,no2_medium,Nitrite,TRUE,"['Escherichia', 'Fusobacterium', 'Sutterella', 'Haemophilus', 'Klebsiella', 'Veillonella']","['Escherichia', 'Sutterella', 'Ruminococcus', 'Klebsiella', 'Parabacteroides']",6,5,5.454545455,Nitrite,TRUE,"['Sutterella', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Fusobacterium']","['Sutterella', 'Klebsiella', 'Escherichia', 'Ruminococcus', 'Parabacteroides']",6,5,5.454545455,0
409,mal_L_medium,(S)-malate(2-),TRUE,"['Escherichia', 'Acidaminococcus', 'Fusobacterium', 'Sutterella', 'Klebsiella', 'Veillonella']","['Escherichia', 'Acidaminococcus', 'Fusobacterium', 'Sutterella', 'Klebsiella', 'Veillonella']",6,6,6,(S)-malate(2-),TRUE,"['Sutterella', 'Odoribacter', 'Veillonella', 'Klebsiella', 'Escherichia', 'Fusobacterium']","['Sutterella', 'Odoribacter', 'Veillonella', 'Klebsiella', 'Escherichia', 'Fusobacterium']",6,6,6,0
479,MGlcn73_rl_medium,released mucin-type O-glycan No 73,TRUE,"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']",['Lachnospiraceae'],12,1,1.846153846,released mucin-type O-glycan No 73,TRUE,"['Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Prevotella', 'Ruminococcus', 'Clostridium', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",['Lachnospiraceae'],12,1,1.846153846,0
351,fuc_L_medium,L-fucose,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Escherichia', 'Clostridium', 'Akkermansia', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Klebsiella']",7,9,7.875,L-fucose,TRUE,"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Subdoligranulum', 'Megamonas', 'Bacteroides', 'Klebsiella', 'Escherichia', 'Ruminococcus', 'Clostridium', 'Roseburia']",7,9,7.875,0
360,MGlcn87_rl_medium,released mucin-type O-glycan No 87,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",8,7,7.466666667,released mucin-type O-glycan No 87,TRUE,"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",8,7,7.466666667,0
463,pyr_medium,pyruvate,TRUE,"['Fusobacterium', 'Veillonella']","['Fusobacterium', 'Veillonella']",2,2,2,pyruvate,TRUE,"['Veillonella', 'Fusobacterium']","['Veillonella', 'Fusobacterium']",2,2,2,0
361,MGlcn76_rl_medium,released mucin-type O-glycan No 76,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",8,7,7.466666667,released mucin-type O-glycan No 76,TRUE,"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",8,7,7.466666667,0
407,ala_D_medium,D-alanine,TRUE,"['Escherichia', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Klebsiella', 'Veillonella']","['Escherichia', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Klebsiella', 'Veillonella']",6,6,6,D-alanine,TRUE,"['Subdoligranulum', 'Megamonas', 'Veillonella', 'Klebsiella', 'Escherichia', 'Fusobacterium']","['Subdoligranulum', 'Megamonas', 'Veillonella', 'Klebsiella', 'Escherichia', 'Fusobacterium']",6,6,6,0
491,MGlcn63_medium,mucin-type O-glycan No 63,TRUE,['Lachnospiraceae'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",1,8,1.777777778,mucin-type O-glycan No 63,TRUE,['Lachnospiraceae'],"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,8,1.777777778,0
404,malttr_medium,maltotriose,TRUE,"['Eubacterium', 'Collinsella', 'Bacteroides', 'Roseburia', 'Streptococcus']","['Eubacterium', 'Clostridium', 'Collinsella', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Streptococcus']",5,9,6.428571429,maltotriose,TRUE,"['Bacteroides', 'Collinsella', 'Eubacterium', 'Streptococcus', 'Roseburia']","['Bifidobacterium', 'Bacteroides', 'Collinsella', 'Ruminococcus', 'Clostridium', 'Eubacterium', 'Streptococcus', 'Roseburia', 'Lachnospiraceae']",5,9,6.428571429,0
492,MGlcn19_rl_medium,released mucin-type O-glycan No 19,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",['Lachnospiraceae'],8,1,1.777777778,released mucin-type O-glycan No 19,TRUE,"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",['Lachnospiraceae'],8,1,1.777777778,0
493,MGlcn60_medium,mucin-type O-glycan No 60,TRUE,['Lachnospiraceae'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",1,8,1.777777778,mucin-type O-glycan No 60,TRUE,['Lachnospiraceae'],"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,8,1.777777778,0
364,MGlcn76_medium,mucin-type O-glycan No 76,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",7,8,7.466666667,mucin-type O-glycan No 76,TRUE,"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",7,8,7.466666667,0
494,MGlcn50_rl_medium,released mucin-type O-glycan No 50,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 50,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
363,MGlcn86_medium,mucin-type O-glycan No 86,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",7,8,7.466666667,mucin-type O-glycan No 86,TRUE,"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",7,8,7.466666667,0
359,MGlcn87_medium,mucin-type O-glycan No 87,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",7,8,7.466666667,mucin-type O-glycan No 87,TRUE,"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",7,8,7.466666667,0
424,fol_medium,Folate,TRUE,"['Haemophilus', 'Bifidobacterium', 'Veillonella']","['Eubacterium', 'Bacteroides', 'Haemophilus', 'Alistipes', 'Faecalibacterium', 'Bifidobacterium', 'Barnesiella', 'Veillonella', 'Dialister', 'Streptococcus']",3,10,4.615384615,Folate,TRUE,"['Bifidobacterium', 'Veillonella', 'Haemophilus']","['Faecalibacterium', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Dialister', 'Veillonella', 'Haemophilus', 'Eubacterium', 'Streptococcus', 'Alistipes']",3,10,4.615384615,0
461,_3dhcdchol_medium,3-Dehydrochenodeoxycholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,3-Dehydrochenodeoxycholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,0
460,uchol_medium,Ursocholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,Ursocholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,0
425,gua_medium,Guanine,TRUE,"['Phascolarctobacterium', 'Acidaminococcus', 'Bacteroides']","['Phascolarctobacterium', 'Acidaminococcus', 'Bacteroides', 'Haemophilus', 'Faecalibacterium', 'Veillonella', 'Dialister', 'Streptococcus']",3,8,4.363636364,Guanine,TRUE,"['Paraprevotella', 'Bacteroides', 'Phascolarctobacterium']","['Faecalibacterium', 'Paraprevotella', 'Bacteroides', 'Dialister', 'Veillonella', 'Haemophilus', 'Streptococcus', 'Phascolarctobacterium']",3,8,4.363636364,0
505,chol_medium,Choline,TRUE,['Haemophilus'],"['Escherichia', 'Clostridium', 'Klebsiella']",1,3,1.5,Choline,TRUE,['Haemophilus'],"['Klebsiella', 'Escherichia', 'Clostridium']",1,3,1.5,0
506,pac_medium,phenylacetate,TRUE,['Parabacteroides'],"['Escherichia', 'Parabacteroides']",1,2,1.333333333,phenylacetate,TRUE,['Parabacteroides'],"['Escherichia', 'Parabacteroides']",1,2,1.333333333,0
501,MGlcn47_rl_medium,released mucin-type O-glycan No 47,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 47,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
500,MGlcn7_rl_medium,released mucin-type O-glycan No 7,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 7,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
499,MGlcn38_rl_medium,released mucin-type O-glycan No 38,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 38,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
498,MGlcn33_rl_medium,released mucin-type O-glycan No 33,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 33,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
436,MGlcn20_medium,mucin-type O-glycan No 20,TRUE,"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Lachnospiraceae', 'Bifidobacterium']",12,2,3.428571429,mucin-type O-glycan No 20,TRUE,"['Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Prevotella', 'Ruminococcus', 'Clostridium', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Bifidobacterium', 'Lachnospiraceae']",12,2,3.428571429,0
507,_5mta_medium,5-Methylthioadenosine,TRUE,"['Escherichia', 'Klebsiella']",['Klebsiella'],2,1,1.333333333,5-Methylthioadenosine,TRUE,"['Klebsiella', 'Escherichia']",['Klebsiella'],2,1,1.333333333,0
438,spmd_medium,Spermidine,TRUE,"['Escherichia', 'Klebsiella']","['Eubacterium', 'Akkermansia', 'Acidaminococcus', 'Bacteroides', 'Alistipes', 'Faecalibacterium', 'Parabacteroides', 'Barnesiella', 'Dialister', 'Streptococcus']",2,10,3.333333333,Spermidine,TRUE,"['Klebsiella', 'Escherichia']","['Faecalibacterium', 'Paraprevotella', 'Barnesiella', 'Bacteroides', 'Odoribacter', 'Dialister', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Alistipes']",2,10,3.333333333,0
439,csn_medium,cytosine,TRUE,"['Megamonas', 'Veillonella']","['Escherichia', 'Clostridium', 'Megamonas', 'Sutterella', 'Haemophilus', 'Klebsiella', 'Veillonella', 'Streptococcus']",2,8,3.2,cytosine,TRUE,"['Megamonas', 'Veillonella']","['Megamonas', 'Sutterella', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Clostridium', 'Streptococcus']",2,8,3.2,0
440,MGlcn59_rl_medium,released mucin-type O-glycan No 59,TRUE,"['Lachnospiraceae', 'Bifidobacterium']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",2,7,3.111111111,released mucin-type O-glycan No 59,TRUE,"['Bifidobacterium', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",2,7,3.111111111,0
441,MGlcn60_rl_medium,released mucin-type O-glycan No 60,TRUE,"['Lachnospiraceae', 'Bifidobacterium']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",2,7,3.111111111,released mucin-type O-glycan No 60,TRUE,"['Bifidobacterium', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",2,7,3.111111111,0
442,MGlcn19_medium,mucin-type O-glycan No 19,TRUE,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Lachnospiraceae', 'Bifidobacterium']",7,2,3.111111111,mucin-type O-glycan No 19,TRUE,"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']","['Bifidobacterium', 'Lachnospiraceae']",7,2,3.111111111,0
443,MGlcn67_rl_medium,released mucin-type O-glycan No 67,TRUE,"['Lachnospiraceae', 'Bifidobacterium']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",2,7,3.111111111,released mucin-type O-glycan No 67,TRUE,"['Bifidobacterium', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",2,7,3.111111111,0
444,MGlcn63_rl_medium,released mucin-type O-glycan No 63,TRUE,"['Lachnospiraceae', 'Bifidobacterium']","['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",2,7,3.111111111,released mucin-type O-glycan No 63,TRUE,"['Bifidobacterium', 'Lachnospiraceae']","['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",2,7,3.111111111,0
445,_7dhcdchol_medium,7-Dehydrochenodeoxycholate,TRUE,"['Escherichia', 'Collinsella', 'Ruminococcus']","['Escherichia', 'Collinsella', 'Ruminococcus']",3,3,3,7-Dehydrochenodeoxycholate,TRUE,"['Escherichia', 'Collinsella', 'Ruminococcus']","['Escherichia', 'Collinsella', 'Ruminococcus']",3,3,3,0
459,_3dhchol_medium,3-Dehydrocholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,3-Dehydrocholate,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,0
457,HC02194_medium,Ursodiol,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,Ursodiol,TRUE,"['Collinsella', 'Ruminococcus']","['Collinsella', 'Ruminococcus']",2,2,2,0
456,glcn_medium,D-gluconate,TRUE,"['Escherichia', 'Klebsiella']","['Escherichia', 'Megamonas', 'Klebsiella']",2,3,2.4,D-gluconate,TRUE,"['Klebsiella', 'Escherichia']","['Megamonas', 'Klebsiella', 'Escherichia']",2,3,2.4,0
495,MGlcn37_rl_medium,released mucin-type O-glycan No 37,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 37,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
454,galur_medium,D-Galacturonate,TRUE,"['Eubacterium', 'Faecalibacterium']","['Escherichia', 'Bacteroides', 'Faecalibacterium', 'Prevotella', 'Klebsiella']",2,5,2.857142857,D-Galacturonate,TRUE,"['Faecalibacterium', 'Eubacterium']","['Faecalibacterium', 'Bacteroides', 'Klebsiella', 'Prevotella', 'Escherichia']",2,5,2.857142857,0
497,MGlcn9_rl_medium,released mucin-type O-glycan No 9,TRUE,['Bifidobacterium'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']",1,7,1.75,released mucin-type O-glycan No 9,TRUE,['Bifidobacterium'],"['Paraprevotella', 'Barnesiella', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,7,1.75,0
509,tym_medium,tyraminium,TRUE,"['Haemophilus', 'Streptococcus']",['Klebsiella'],2,1,1.333333333,tyraminium,TRUE,"['Haemophilus', 'Streptococcus']",['Klebsiella'],2,1,1.333333333,0
483,MGlcn20_rl_medium,released mucin-type O-glycan No 20,TRUE,"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']",['Lachnospiraceae'],12,1,1.846153846,released mucin-type O-glycan No 20,TRUE,"['Paraprevotella', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Prevotella', 'Ruminococcus', 'Clostridium', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",['Lachnospiraceae'],12,1,1.846153846,0
489,MGlcn59_medium,mucin-type O-glycan No 59,TRUE,['Lachnospiraceae'],"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']",1,8,1.777777778,mucin-type O-glycan No 59,TRUE,['Lachnospiraceae'],"['Paraprevotella', 'Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Roseburia', 'Lachnospiraceae']",1,8,1.777777778,0
450,_2ddglcn_medium,2-Dehydro-3-deoxy-D-gluconate,TRUE,"['Escherichia', 'Klebsiella']","['Escherichia', 'Clostridium', 'Collinsella', 'Fusobacterium', 'Klebsiella']",2,5,2.857142857,2-Dehydro-3-deoxy-D-gluconate,TRUE,"['Klebsiella', 'Escherichia']","['Klebsiella', 'Escherichia', 'Collinsella', 'Clostridium', 'Fusobacterium']",2,5,2.857142857,0
